Species_Abv,Common Species Name,Species ,ACQ #,Source,Date Admitted,Date Released,Details of rescue,Disposition,Diagnosis,Survive 
BDOW,,,5099-10-236,SIMONS,7/24/2010,7/27/2010,S HBC,EUTHANIZED,"FX - HUMERUS, L/TRAUMA - OU",
RTHA,,,5100-10-237,KINSER,7/24/2010,7/26/2010,GUNSHOT,EUTHANIZED,"FX - ULNA, R/TRAUMA - TISSUE, WING",
BDOW,,,5101-10-238,,7/25/2010,7/25/2010,S COLLISION,EUTHANIZED,FX - FEMUR/TRAUMA - OD,
MIKI,,,5102-10-239,ANDERSON,7/26/2010,7/26/2010,S COLLISION,EUTHANIZED,"FX - RADIUS-ULNA, L/TRAUMA - TISSUE",
RSHA,,,5103-10-240,,7/28/2010,7/28/2010,TRAPPED/ENTANGLED,RELEASED,UNINJURED,
RTHA,,,5104-10-241,,7/28/2010,8/1/2010,S COLLISION,RELEASED,UNINJURED,
OSPR,,,5105-10-242,LATHAM,7/29/2010,8/3/2010,S COLLISION,EUTHANIZED,TRAUMA - OD,
OSPR,,,5106-10-243,ARK VET,7/29/2010,9/1/2010,S COLLISION,RELEASED,"TRAUMA - WRIST, L",
RTHA,,,5107-10-244,VANCE,7/30/2010,8/16/2010,GUNSHOT,DIED,"FX - CORACOID, L/TRAUMA - TISSUE",
GHOW,,,5108-10-245,DAILEY,7/31/2010,8/31/2010,,RELEASED,TRAUMA - TISSUE,
RSHA,,,5109-10-246,HARRIS,8/2/2010,8/2/2010,S COLLISION,EUTHANIZED,"FX - HUMERUS, L-SHOULDER, R, LUX",
BDOW,,,5110-10-247,GIBSON,8/2/2010,8/2/2010,MBD,EUTHANIZED,MBD,
MIKI,,,5111-10-248,MILLER,8/4/2010,8/4/2010,ELECTRIC SHOCK,EUTHANIZED,"FX - RADIUS-ULNA, L-RADIUS, R, OLD-KEEL",
MIKI,,,5112-10-249,MPVEH,8/5/2010,8/5/2010,ORPHANED/FFN,EUTHANIZED,"FX - METACARPAL JOINT, L",
OSPR,,,5113-10-250,MPVEH,8/6/2010,8/25/2010,S COLLISION,EUTHANIZED,"TRAUMA - TISSUE, WING",
MIKI,,,5114-10-251,,8/19/2010,9/1/2010,S COLLISION,RELEASED,"FX - HUMERUS, R",
MIKI,,,5115-10-252,ZEIGLER,8/6/2010,8/6/2010,S COLLISION,EUTHANIZED,"FX - RADIUS-ULNA, L",
RTHA,,,5116-10-253,,8/7/2010,8/24/2010,TRAPPED/ENTANGLED,RELEASED,UNINJURED,
GHOW,,,5117-10-254,,8/7/2010,8/7/2010,,EUTHANIZED,TRAUMA - OU,
OSPR,,,5118-10-255,,8/10/2010,8/10/2010,,EUTHANIZED,"FX - ULNA, LUX-HUMERUS, L",
BLVU,,,5119-10-256,ROGERS,8/13/2010,8/13/2010,,EUTHANIZED,"FX - OLD: RADIUS-ULNA-SHOULDER, L-LEG, L",
RTHA,,,5120-10-257,KING,8/15/2010,10/3/2010,GUNSHOT,RELEASED,"FX - ULNA, L",
MIKI,,,5121-10-258,LYNCH,8/15/2010,8/18/2010,S COLLISION,EUTHANIZED,"TRAUMA - TISSUE, LEG, L",
OSPR,,,5122-10-259,,8/16/2010,8/17/2010,S COLLISION,EUTHANIZED,FX - CLAVICAL,
MIKI,,,5123-10-260,,8/16/2010,8/16/2010,S COLLISION,EUTHANIZED,"FX - HUMERUS, ROTATED",
RSHA,,,5124-10-261,,8/17/2010,8/17/2010,S COLLISION,EUTHANIZED,"FX - HUMERUS, CMPD/TRAUMA - TISSUE",
RTHA,,,5125-10-262,,8/17/2010,8/17/2010,S COLLISION,EUTHANIZED,FX - HUMERUS/TRAUMA - TISSUE,
COHA,,,5126-10-263,,8/18/2010,8/22/2010,TRAPPED/ENTANGLED,RELEASED,UNINJURED,
OSPR,,,5127-10-264,SALE,8/19/2010,9/15/2010,S COLLISION,EUTHANIZED,"FX - ULNA, R",
OSPR,,,5128-10-265,,8/21/2010,8/25/2010,S COLLISION,EUTHANIZED,"FX - ULNA-CONDYLE, R",
RTHA,,,5129-10-266,GRIFFIN,8/24/2010,9/3/2010,S COLLISION,DIED,"FX - FEMUR, OLD-LUXATION, WRIST",
OSPR,,,5130-10-267,TENEYCK,8/24/2010,8/24/2010,S COLLISION,EUTHANIZED,"FX - RADIUS-ULNA, R",
RSHA,,,5131-10-268,ARK VET,8/26/2010,10/26/2010,S COLLISION,RELEASED,"FX - HUMERUS, R",
OSPR,,,5132-10-269,,8/26/2010,8/26/2010,,DIED,,
GHOW,,,5133-10-270,CHARLES TOWNE LANDING,8/26/2010,9/17/2010,S TOXICITY,RELEASED,TOXICITY - RODENTICIDE,
GHOW,,,5134-10-271,PINCKNEY,8/27/2010,8/28/2010,S COLLISION,DIED,FX - HUMERUS/TRAUMA - OD,
COHA,,,5135-10-272,,8/31/2010,9/5/2010,COLLISION,EUTHANIZED,TRAUMA - HEAD,
RTHA,,,5136-10-273,,9/2/2010,10/28/2010,S HBC,RELEASED,TRAUMA - HEAD/FX - PELVIS,
COHA,,,5137-10-274,,9/2/2010,9/2/2010,EMACIATION,DIED,EMACIATED,
RTHA,,,5138-10-275,HIGHLANDS,9/2/2010,9/8/2010,TRANSFER IN,EUTHANIZED,"FX - HUMERUS, L",
MIKI,,,5139-10-276,HIGHLANDS,9/2/2010,9/10/2010,TRANSFER IN,RELEASED,UNINJURED,
RTHA,,,5140-10-277,HIGHLANDS,9/2/2010,9/2/2010,TRANSFER IN/S COLLISION,EUTHANIZED,"FX - METACARPAL, L, AMPUTATED",
RTHA,,,5141-10-278,HIGHLANDS,9/2/2010,9/7/2010,TRANSFER IN/S TOXICITY,EUTHANIZED,"FX - RADIUS-ULNA, L",
BLVU,,,5142-10-279,CPB,9/7/2010,10/20/2010,S HBC,RELEASED,"INFECTION - ULNA/TRAUMA - TISSUE, LEG",
RTHA,,,5143-10-280,RIVERBANKS ZOO,9/7/2010,9/8/2010,TRANSFER IN,EUTHANIZED,"FX - HUMERUS, L",
COHA,,,5144-10-281,RIVERBANKS ZOO,9/7/2010,10/9/2010,TRANSFER IN/S COLLISION,RELEASED,FX - ULNA,
RTHA,,,5145-10-282,RIVERBANKS ZOO,9/7/2010,10/3/2010,TRANSFER IN/S COLLISION,RELEASED,"FX - HUMERUS, R",
TUVU,,,5146-10-283,FAUST,9/12/2010,9/12/2010,S HBC,EUTHANIZED,,
RSHA,,,5147-10-284,SIEBER,9/14/2010,9/15/2010,S COLLISION,DIED,,
RTHA,,,5148-10-285,,9/15/2010,11/21/2010,S COLLISION,RELEASED,"FX - WRIST/TRAUMA - TISSUE, HEAD",
COHA,,,5149-10-286,DOLVEN,9/19/2010,9/20/2010,S COLLISION,DIED,TRAUMA - HEAD,
EASO,,,5150-10-287,CROWLEY,9/20/2010,11/9/2010,S HBC,RELEASED,"FX - FEMUR, L",
BDOW,,,5151-10-288,SHEPHARD,9/20/2010,9/23/2010,S HBC,EUTHANIZED,FX - HUMERUS/TRAUMA - HEAD-OU,
TUVU,,,5152-10-289,,9/21/2010,9/21/2010,S HBC,EUTHANIZED,"FX - RADIUS-ULNA, OLD",
RTHA,,,5153-10-290,OSTER,9/22/2010,12/17/2010,GUNSHOT,RELEASED,FX - METACARPAL-ULNA,
BLVU,,,5154-10-291,ELLIOTT,9/24/2010,9/24/2010,S HBC,EUTHANIZED,"FX - METACARPAL-RADIUS-ULNA-ELBOW, R",
EASO,,,5155-10-292,MPVEH,9/26/2010,9/26/2010,S HBC,EUTHANIZED,"FX - HUMERUS-SHOULDER, R",
BDOW,,,5156-10-293,CUMMINGS,9/26/2010,9/26/2010,TRAPPED/ENTANGLED,EUTHANIZED,"TRAUMA - TISSUE, WING",
RSHA,,,5157-10-294,SPORTS,9/27/2010,9/28/2010,S HBC,EUTHANIZED,"FX - METACARPAL, R/TRAUMA - TISSUE",
RTHA,,,5158-10-295,ARK VET,9/29/2010,10/5/2010,S HBC,EUTHANIZED,TRAUMA - OS,
RTHA,,,5159-10-296,RIVERBANKS ZOO,9/29/2010,10/13/2010,TRANSFER IN,RELEASED,TRAUMA - HEAD,
RTHA,,,5160-10-297,RIVERBANKS ZOO,9/29/2010,10/24/2010,TRANSFER IN/S COLLISION,RELEASED,"FX - TIBIOTARSUS, R",
EASO,,,5161-10-298,RIVERBANKS ZOO,9/29/2010,11/7/2010,TRANSFER IN/S HBC,DIED,TRAUMA - OU,
EASO,,,5162-10-299,,10/7/2010,10/21/2010,S HBC,RELEASED,TRAUMA - OU,
BDOW,,,5163-10-300,,10/7/2010,12/11/2010,S COLLISION,RELEASED,"FX - METACARPAL-ULNA, R",
OSPR,,,5164-10-301,RIADALE FARMS,10/7/2010,11/9/2010,SPP CONFLICT,RELEASED,"FX - CORACOID, R",
COHA,,,5165-10-302,GEISLER,10/8/2010,10/9/2010,S COLLISION,RELEASED,"TRAUMA - HEAD, MILD",
BDOW,,,5166-10-303,MEEKS,10/8/2010,10/31/2010,S HBC,RELEASED,TRAUMA - OU,
TUVU,,,5167-10-304,GSHS,10/8/2010,11/5/2010,COLLISION,RELEASED,TRAUMA - HEAD,
RTHA,,,5168-10-305,OLANDT,10/9/2010,10/9/2010,S COLLISION,EUTHANIZED,FX - FEMUR/TRAUMA - OU,
TUVU,,,5169-10-306,GIBSON,10/13/2010,10/18/2010,S HBC,DIED,"FX - RADIUS-ULNA, L/TRAUMA - TISSUE",
RTHA,,,5170-10-307,BOSWELL,10/19/2010,10/19/2010,GUNSHOT,DIED,,
EASO,,,5171-10-308,COLLINS,10/22/2010,11/9/2010,S HBC,RELEASED,TRAUMA - HEAD,
EASO,,,5172-10-309,RIVERBANKS ZOO,10/23/2010,11/9/2010,TRANSFER IN,RELEASED,TRAUMA - OU,
BDOW,,,5173-10-310,RIVERBANKS ZOO,10/23/2010,11/8/2010,TRANSFER IN,RELEASED,TRAUMA - OU,
EASO,,,5174-10-311,RIVERBANKS ZOO,10/23/2010,1/2/2011,TRANSFER IN,RELEASED,TRAUMA - OU,
EASO,,,5175-10-312,RIVERBANKS ZOO,10/23/2010,12/3/2010,TRANSFER IN,RELEASED,TRAUMA - OU,
AMKE,,,5176-10-313,LAWRIMORE,10/23/2010,11/9/2010,S COLLISION,RELEASED,FX - CORACOID,
EASO,,,5177-10-314,,10/24/2010,10/24/2010,S COLLISION,EUTHANIZED,,
TUVU,,,5178-10-315,,10/25/2010,10/25/2010,S COLLISION,EUTHANIZED,,
GHOW,,,5179-10-316,WALLACE/POPLIN,10/25/2010,2/8/2011,TRAPPED/ENTANGLED,RELEASED,TRAUMA - TISSUE,
EASO,,,5180-10-317,,10/26/2010,10/27/2010,S COLLISION,DIED,TRAUMA - OS/EMACIATED,
COHA,,,5181-10-318,ARK VET,10/26/2010,10/26/2010,S COLLISION,EUTHANIZED,"FX - SHOULDER, AMP/TRAUMA - OS",
GHOW,,,5182-10-319,,10/28/2010,10/29/2010,EMACIATION,DIED,EMACIATED,
OSPR,,,5183-10-320,,10/28/2010,10/28/2010,S COLLISION,DIED,,
RSHA,,,5184-10-321,SHORT,10/28/2010,11/21/2010,S COLLISION,RELEASED,TRAUMA - HEAD,
EASO,,,5185-10-322,KRON,10/30/2010,11/2/2010,S HBC,EUTHANIZED,,
AMKE,,,5186-10-323,SEXTON,11/1/2010,1/11/2011,EMACIATION,RELEASED,"FX - ELBOW, L",
SSHA,,,5187-10-324,WOOD,11/4/2010,12/11/2010,S COLLISION,RELEASED,"FX - ULNA, R",
BDOW,,,5188-10-325,JORDAN,11/4/2010,11/4/2010,S HBC,EUTHANIZED,"FX - FEMUR-TIBIOTARSUS, L-SHOULDER, R/TRAUMA - OD",
RTHA,,,5189-10-326,MONTES,11/5/2010,1/11/2011,HBC,RELEASED,"FX - FEMUR, R",
TUVU,,,5190-10-327,OGDEN,11/5/2010,11/6/2010,S COLLISION,EUTHANIZED,FX,
BDOW,,,5191-10-328,MOBLEY,11/6/2010,11/6/2010,HBC,EUTHANIZED,TRAUMA - OU,
RSHA,,,5192-10-329,BLYTHE,11/6/2010,12/9/2010,HBC,RELEASED,"TRAUMA - TISSUE, CROP",
EASO,,,5193-10-330,EVERMAN,11/6/2010,11/6/2010,,EUTHANIZED,FX,
OSPR,,,5194-10-331,,11/8/2010,11/21/2010,TRAPPED/ENTANGLED,RELEASED,"TRAUMA - TISSUE, WING",
BDOW,,,5195-10-332,AVANT,11/10/2010,12/11/2010,S COLLISION,RELEASED,"TRAUMA - OS, OLD",
BDOW,,,5196-10-333,BURROUGHS,11/11/2010,12/5/2010,S COLLISION,RELEASED,TRAUMA - HEAD,
BAEA,,,5197-10-334,BOYKIN,11/11/2010,,,TRANSFERRED,TRAUMA - OU,
RTHA,,,5198-10-335,BOHLER,11/12/2010,11/14/2010,S HBC,DIED,,
EASO,,,5199-10-336,RIVERBANKS ZOO,11/13/2010,12/3/2010,TRANSFER IN,RELEASED,TRAUMA - OD,
EASO,,,5200-10-337,RIVERBANKS ZOO,11/13/2010,12/3/2010,TRANSFER IN,RELEASED,"FX - ULNA, R",
RTHA,,,5201-10-338,RIVERBANKS ZOO,11/13/2010,11/17/2010,TRANSFER IN,EUTHANIZED,TRAUMA - NEUROLOGICAL,
RTHA,,,5202-10-339,LOUMAN,11/13/2010,12/17/2010,SPP CONFLICT,RELEASED,TRAUMA - TISSUE,
BDOW,,,5203-10-340,CORIERI,11/16/2010,11/16/2010,S HBC,EUTHANIZED,"FX - HUMERUS, L-WRIST, R/TRAUMA - TISSUE, FOOT-LEG",
BDOW,,,5204-10-341,,11/17/2010,1/31/2011,S HBC,RELEASED,"FX - RADIUS-ULNA, L",
BDOW,,,5205-10-342,GUTSHALL,11/18/2010,11/21/2010,S HBC,EUTHANIZED,TRAUMA - OU,
RTHA,,,5206-10-343,GUSMAN,11/18/2010,11/18/2010,S HBC,EUTHANIZED,,
COHA,,,5207-10-344,RIVERBANKS ZOO,11/18/2010,11/20/2010,EMACIATION,DIED,EMACIATED,
GHOW,,,5208-10-345,WILLET,11/18/2010,11/18/2010,S HBC,EUTHANIZED,"FX - HUMERUS, R/TRAUMA - TISSUE, SEVERE",
EASO,,,5209-10-346,,11/19/2010,11/22/2010,S HBC,EUTHANIZED,"FX - SCAPULA, R/TRAUMA - OU",
EASO,,,5210-10-347,HARRIGAL,11/20/2010,12/15/2010,HBC,EUTHANIZED,"FX - HUMERUS, L",
BDOW,,,5211-10-348,COSTELLO,11/20/2010,11/20/2010,S HBC,EUTHANIZED,TRAUMA - OU,
BDOW,,,5212-10-349,MOORER,11/20/2010,11/20/2010,S HBC,EUTHANIZED,"TRAUMA - OU, SEVERE",
SSHA,,,5213-10-350,HANAVICH,11/21/2010,11/21/2010,COLLISION,DIED,FX - ULNA/TRAUMA - INTERNAL,
BDOW,,,5214-10-355,EVAN,11/21/2010,1/7/2011,TRAPPED/ENTANGLED,RELEASED,FX - ELBOW LUXATION,
RTHA,,,5215-10-356,BRAGG,11/22/2010,1/11/2011,TRANSFER IN,RELEASED,"FX - ULNA, L",
BDOW,,,5216-10-357,KAMPF,11/23/2010,12/30/2010,HBC,EUTHANIZED,FX - HUMERUS/TRAUMA - OU,
EASO,,,5217-10-358,BALTHIS,11/23/2010,11/23/2010,HBC,DIED,"FX - FEMUR, L/TRAUMA - OU",
BAEA,,,5218-10-359,YAWKEY,11/23/2010,11/24/2010,ELECTRIC SHOCK,DIED,,
EASO,,,5219-10-356,,11/24/2010,12/17/2010,HBC,RELEASED,TRAUMA - HEAD,
EASO,,,5220-10-357,SEIBERT,11/24/2010,11/24/2010,HBC,EUTHANIZED,"TRAUMA - OU, SEVERE",
RSHA,,,5221-10-358,ARNOLD,11/26/2010,11/26/2010,,EUTHANIZED,"FX - CORACOID-CLAVICLE, R",
GHOW,,,5222-10-359,,11/26/2010,1/15/2011,,RELEASED,TRAUMA - HEAD,
BDOW,,,5223-10-360,PETTOSOLA,11/26/2010,11/26/2010,,EUTHANIZED,"FX - ELBOW, L",
EASO,,,5224-10-361,WILLIAMS,11/30/2010,11/30/2010,HBC,EUTHANIZED,TRAUMA - OU,
RTHA,,,5225-10-362,ZEIGLER,12/2/2010,12/4/2010,EMACIATION,DIED,EMACIATED,
TUVU,,,5226-10-363,SNELSEN,12/2/2010,12/18/2010,S HBC,RELEASED,TRAUMA - HEAD,
TUVU,,,5227-10-364,ARK VET,12/4/2010,12/4/2010,S COLLISION,EUTHANIZED,"FX - HUMERUS, R, OLD/TRAUMA - TISSUE, WING",
BDOW,,,5228-10-365,POPE,12/4/2010,12/6/2010,HBC,DIED,TRAUMA - HEAD-INTERNAL-WING,
RTHA,,,5229-10-366,RIVERS,12/4/2010,12/4/2010,HBC,EUTHANIZED,"FX - HUMERUS, R",
BAEA,,,5230-10-367,KUHN,12/5/2010,2/13/2011,S HBC,RELEASED,FX - PELVIS,
BDOW,,,5231-10-368,,12/6/2010,12/7/2010,S HBC,EUTHANIZED,TRAUMA - OU/FX - TIBIOTARSUS,
RTHA,,,5232-10-369,FAILMOZGER,12/6/2010,12/8/2010,S COLLISION,DIED,,
RSHA,,,5233-10-370,FAILMOZGER,12/6/2010,12/28/2010,S COLLISION,RELEASED,FX - SHOULDER,
COHA,,,5234-10-371,MANIER,12/7/2010,12/17/2010,S COLLISION,RELEASED,"TRAUMA - HEAD, MILD",
EASO,,,5235-10-372,GIANELLI,12/7/2010,12/8/2010,S HBC,EUTHANIZED,"FX - PELVIS, L/TRAUMA - OS",
RTHA,,,5236-10-373,OLINGER,12/10/2010,1/20/2011,S COLLISION,RELEASED,"FX - SCAPULA, L, OLD",
RTHA,,,5237-10-374,ZELEZINK,12/11/2010,12/13/2010,EMACIATION,DIED,EMACIATED,
EASO,,,5238-10-375,,12/12/2010,12/14/2010,,DIED,TRAUMA - INTERNAL,
BDOW,,,5239-10-376,FLOWERS,12/14/2010,12/14/2010,,EUTHANIZED,"TRAUMA - OU, SEVERE, BLIND",
RTHA,,,5240-10-377,HALL,12/14/2010,2/8/2011,GUNSHOT,RELEASED,"FX - HUMERUS, L",
BDOW,,,5241-10-378,GCAC,12/15/2010,12/15/2010,S COLLISION,EUTHANIZED,TRAUMA - OU/FX - BEAK,
BDOW,,,5242-10-379,CADDELL,12/16/2010,12/17/2010,COLLISION,DIED,EMACIATED,
RTHA,,,5243-10-380,MPAC,12/16/2010,12/16/2010,,EUTHANIZED,"FX - HUMERUS, L, OLD/TRAUMA - TISSUE",
BDOW,,,5244-10-381,CROWELL,12/17/2010,12/18/2010,COLLISION,DIED,TRAUMA - INTERNAL,
BDOW,,,5245-10-382,ARK VET,12/18/2010,1/15/2011,S HBC,RELEASED,TRAUMA - OD,
COHA,,,5246-10-383,RIVERBANKS ZOO,12/18/2010,12/23/2010,TRANSFER IN/S COLLISION,DIED,TRAUMA - OU-HEAD,
RSHA,,,5247-10-384,RIVERBANKS ZOO,12/18/2010,1/12/2011,TRANSFER IN/S COLLISION,RELEASED,TRAUMA - OU,
RTHA,,,5248-10-385,RIVERBANKS ZOO,12/18/2010,2/15/2011,TRANSFER IN/S COLLISION,RELEASED,"FX - ULNA, L",
EASO,,,5249-10-386,RIVERBANKS ZOO,12/18/2010,1/2/2011,TRANSFER IN/HBC,RELEASED,TRAUMA - OU,
EASO,,,5250-10-387,RIVERBANKS ZOO,12/18/2010,1/16/2011,TRANSFER IN/HBC,RELEASED,"FX - METACARPAL, L",
BDOW,,,5251-10-388,RIVERBANKS ZOO,12/18/2010,1/15/2011,TRANSFER IN/S HBC,RELEASED,"FX - SCAPULA, R/TRAUMA - OU",
BDOW,,,5252-10-389,RIVERBANKS ZOO,12/18/2010,1/7/2011,TRANSFER IN/S HBC,RELEASED,TRAUMA - HEAD,
BDOW,,,5253-10-390,CALLAHAN,12/20/2010,12/20/2010,S COLLISION,EUTHANIZED,TRAUMA - OU,
RTHA,,,5254-10-391,SCHMOLL,12/20/2010,12/30/2010,,EUTHANIZED,"TRAUMA - TISSUE, DEEP/FX - CORACOID, R",
BDOW,,,5255-10-392,RIVERBANKS ZOO,12/21/2010,1/24/2011,TRANSFER IN/HBC,RELEASED,FX - TARSOMETATARSUS,
AMKE,,,5256-10-393,DUPKE,12/21/2010,12/30/2010,S COLLISION,EUTHANIZED,FX - CORACOID/TRAUMA - TISSUE,
COHA,,,5257-10-394,,12/21/2010,12/24/2010,COLLISION,RELEASED,"TRAUMA - HEAD, MILD",
BAEA,,,5258-10-395,STOKES,12/24/2010,12/26/2010,,DIED,"TRAUMA - HEAD, SEVERE",
TUVU,,,5259-10-396,NORTON,12/26/2010,12/26/2010,GUNSHOT,EUTHANIZED,,
BDOW,,,5260-10-397,WALL,12/26/2010,12/28/2010,COLLISION,EUTHANIZED,TRAUMA - OU,
RSHA,,,5261-10-398,MICALE,12/26/2010,12/28/2010,SPP CONFLICT,EUTHANIZED,"FX - HUMERUS, L-CORACOID, R/TRAUMA - TISSUE, WING-",
BDOW,,,5262-10-399,HANES,12/26/2010,2/15/2011,COLLISION,RELEASED,FX - RADIUS,
BDOW,,,5263-10-400,KREGER,12/28/2010,12/28/2010,S HBC,EUTHANIZED,"FX - TIBIOTARSUS-WRIST, L/TRAUMA - OU",
COHA,,,5264-10-401,LUND,12/28/2010,1/2/2011,S COLLISION,DIED,TRAUMA - HEAD,
RTHA,,,5265-10-402,,12/29/2010,12/29/2010,HBC,EUTHANIZED,,
COHA,,,5266-10-403,,12/29/2010,12/29/2010,S COLLISION,EUTHANIZED,"FX - HUMERUS, L",
BLVU,,,5267-10-404,,12/30/2010,12/30/2010,S COLLISION,EUTHANIZED,"FX - RADIUS-ULNA, L-ELBOW, R",
BDOW,,,5268-10-405,LANIER,12/31/2010,12/31/2010,S COLLISION,EUTHANIZED,"FX - HUMERUS, L, ROTATED",
BAEA,,,5269-11-001,BEACHAM,1/2/2011,1/14/2011,GUNSHOT,EUTHANIZED,"FX - HUMERUS, L",
BDOW,,,5270-11-002,FRAZIER,1/2/2011,1/2/2011,S COLLISION,EUTHANIZED,"FX - HUMERUS-ELBOW, L",
BDOW,,,5271-11-003,ENNIST,1/2/2011,1/24/2011,COLLISION,RELEASED,"TRAUMA - OU-HEAD, MILD",
BDOW,,,5272-11-004,WAGNER,1/2/2011,1/2/2011,S COLLISION,EUTHANIZED,"TRAUMA - OU, BLIND/FX - FEMUR, R",
EASO,,,5273-11-005,KUBIK,1/2/2011,1/11/2011,S COLLISION,EUTHANIZED,TRAUMA - OU,
BDOW,,,5274-11-006,BURNSIDE,1/2/2011,1/4/2011,EMACIATION,DIED,EMACIATED,
COHA,,,5275-11-007,MCCALL,1/2/2011,2/10/2011,EMACIATION,DIED,INFECTION - FEET,
SSHA,,,5276-11-008,DUNFY,1/3/2011,1/16/2011,S COLLISION,RELEASED,"TRAUMA - HEAD, MILD",
GHOW,,,5277-11-009,,1/4/2011,1/9/2011,S COLLISION,EUTHANIZED,"TRAUMA - OU-TISSUE, WRIST",
TUVU,,,5278-11-010,CLIFTON,1/4/2011,1/5/2011,S COLLISION,EUTHANIZED,TRAUMA - OD,
RTHA,,,5279-11-011,MCLAURIN,1/4/2011,1/5/2011,COLLISION,EUTHANIZED,"TRAUMA - OS, BLIND",
RTHA,,,5280-11-012,RIVERBANKS ZOO,1/7/2011,2/27/2011,TRANSFER IN/HBC,RELEASED,"FX - RADIUS, R",
EASO,,,5281-11-013,RIVERBANKS ZOO,1/7/2011,1/16/2011,TRANSFER IN/S HBC,RELEASED,TRAUMA - OU,
RTHA,,,5282-11-014,RIVERBANKS ZOO,1/7/2011,2/2/2011,TRANSFER IN,RELEASED,TRAUMA - TISSUE,
RSHA,,,5283-11-015,RIVERBANKS ZOO,1/7/2011,2/16/2011,,RELEASED,FX - BEAK,
COHA,,,5284-11-016,VENTERS,1/8/2011,1/9/2011,COLLISION,RELEASED,"TRAUMA - HEAD, MILD",
EASO,,,5285-11-017,SACHA,1/9/2011,1/23/2011,,RELEASED,"TRAUMA - HEAD-OU, MILD",
EASO,,,5286-11-018,LANDIN,1/9/2011,1/9/2011,S HBC,DIED,"TRAUMA - OU, BLIND",
TUVU,,,5287-11-019,,1/9/2011,1/23/2011,,EUTHANIZED,"TRAUMA - TISSUE, SEVERE, HEAD-LEG",
EASO,,,5288-11-020,ROGERS,1/9/2011,1/23/2011,TRANSFER IN,RELEASED,TRAUMA - OS,
TUVU,,,5289-11-021,JOHNSON,1/10/2011,1/10/2011,S HBC,EUTHANIZED,"FX - HUMERUS, OLD/TRAUMA - TISSUE, OLD",
EASO,,,5290-11-022,JOHNSON,1/11/2011,1/23/2011,S HBC,RELEASED,"TRAUMA - HEAD, MILD",
BDOW,,,5291-11-023,POSTON,1/22/2011,2/12/2011,S HBC,RELEASED,TRAUMA - HEAD-OD,
RTHA,,,5292-11-024,HASTINGS,1/12/2011,3/11/2011,,RELEASED,"TRAUMA - DIGIT, #3, R",
COHA,,,5293-11-025,BEATTIE,1/12/2011,1/12/2011,S COLLISION,EUTHANIZED,"FX - RADIUS-ULNA, R",
BDOW,,,5294-11-026,,1/12/2011,3/11/2011,,RELEASED,"TRAUMA - TISSUE, CHEST, DEEP",
BDOW,,,5295-11-027,,1/15/2011,3/26/2011,S HBC,RELEASED,FX - METACARPAL-BEAK,
EASO,,,5296-11-028,GRIMBLE,1/16/2011,1/16/2011,TRAPPED/ENTANGLED,DIED,TRAUMA - OU/FX - FOOT,
EASO,,,5297-11-029,LCAC,1/19/2011,1/19/2011,S COLLISION,EUTHANIZED,"TRAUMA - OU/FX - HUMERUS, L",
EASO,,,5298-11-030,"GUILLOUD, DVM",1/19/2011,1/20/2011,S HBC,EUTHANIZED,"TRAUMA - OU, SEVERE/FX - SHOULDER, L",
BDOW,,,5299-11-031,STUCKEY,1/19/2011,2/12/2011,S HBC,RELEASED,TRAUMA - HEAD,
TUVU,,,5300-11-032,ELLIOTT,1/19/2011,1/20/2011,HBC,EUTHANIZED,"FX - HUMERUS, L/TRAUMA - HEAD",
BDOW,,,5301-11-033,SIEBER,1/20/2011,1/20/2011,S HBC,EUTHANIZED,TRAUMA - OU,
RTHA,,,5302-11-034,LAWSON,1/20/2011,1/20/2011,S HBC,EUTHANIZED,TRAUMA - OU,
RSHA,,,5303-11-035,CROSBY,1/20/2011,1/20/2011,S HBC,EUTHANIZED,TRAUMA - OU,
BDOW,,,5304-11-036,RUNEY,1/20/2011,3/6/2011,S HBC,EUTHANIZED,TRAUMA - OU/FX - SCAPULA,
RSHA,,,5305-11-037,MONTGOMRY,1/20/2011,1/20/2011,HBC,EUTHANIZED,"FX - ULNA-FEMUR-TARSOMETATARSUS, SEVERE",
RTHA,,,5306-11-038,ELLOREE,1/21/2011,1/21/2011,,EUTHANIZED,"FX - HUMERUS, R, OLD-HUMERUS, L",
RTHA,,,5307-11-039,ALBERG,1/22/2011,1/22/2011,TRAPPED/ENTANGLED,EUTHANIZED,"FX - HUMERUS/TRAUMA - TISSUE, WING, CROP",
COHA,,,5308-11-040,,1/22/2011,1/25/2011,TRAPPED/ENTANGLED,RELEASED,UNINJURED,
EASO,,,5309-11-041,POPLIN,1/23/2011,1/25/2011,TRAPPED/ENTANGLED,RELEASED,UNINJURED,
RTHA,,,5310-11-042,SHANNON,1/23/2011,2/15/2011,GUNSHOT,RELEASED,TRAUMA - TISSUE,
BDOW,,,5311-11-043,MARTIN,1/24/2011,1/24/2011,S HBC,EUTHANIZED,"TRAUMA - OU/FX - SHOULDER-KNEE, L",
BAEA,,,5312-11-044,,1/24/2011,3/18/2011,TRANSFER IN/GUNSHOT,RELEASED,,
COHA,,,5313-11-045,ERDLY,1/24/2011,1/28/2011,COLLISION,EUTHANIZED,TRAUMA - NEUROLOGICAL,
BLVU,,,5314-11-046,BOEHM,1/25/2011,2/8/2011,S HBC,EUTHANIZED,TRAUMA - NEUROLOGICAL,
